0,title,text,Comment_level,User_name,Comment,id,parent_id,martha,donny,Vader_pos,Vader_neg,Vader_neu,Vader_compound,toxicity,severe_toxicity,obscene,insult,identity_attack,sexual_explicit,threat
"Baby Reindeer | S1E01 | Episode Discussion 	1	Potatosmom94	I had a friend that used to say she wanted to shrink me down and keep me on her keychain or in her pocket. We started referring to certain people as keychain friends or pocket people.	
", S1E01 ," 	1	Potatosmom94	I had a friend that used to say she wanted to shrink me down and keep me on her keychain or in her pocket. We started referring to certain people as keychain friends or pocket people.	
",1,Potatosmom94,I had a friend that used to say she wanted to shrink me down and keep me on her keychain or in her pocket. We started referring to certain people as keychain friends or pocket people.,145,134.0,1.0,0.0,0.203,0.0,0.797,0.8126,0.0019640892,2.0290465e-06,9.2844246e-05,0.0004472713,0.000116763804,4.8355414e-05,5.6774785e-05
"Baby Reindeer | S1E01 | Episode Discussion 	2	Logical-Patience-397	I think it did raise flags for Donny, he just wasn't sure how to dismiss her without sounding rude. And he did like the attention, so he was willing to stomach that discomfort until she started coming onto him.	
", S1E01 ," 	2	Logical-Patience-397	I think it did raise flags for Donny, he just wasn't sure how to dismiss her without sounding rude. And he did like the attention, so he was willing to stomach that discomfort until she started coming onto him.	
",2,Logical-Patience-397,"I think it did raise flags for Donny, he just wasn't sure how to dismiss her without sounding rude. And he did like the attention, so he was willing to stomach that discomfort until she started coming onto him.",193,192.0,1.0,0.0,0.111,0.106,0.782,0.0562,0.0015884467,1.2372252e-06,4.32346e-05,0.0004206181,0.00010631272,2.3917943e-05,3.983944e-05
"Baby Reindeer | S1E01 | Episode Discussion 	3	Fluffy_Yesterday_468	Yeah I think being nice to her when she comes in is one thing, but even joking about the picnic was dangerous	
", S1E01 ," 	3	Fluffy_Yesterday_468	Yeah I think being nice to her when she comes in is one thing, but even joking about the picnic was dangerous	
",3,Fluffy_Yesterday_468,"Yeah I think being nice to her when she comes in is one thing, but even joking about the picnic was dangerous",194,193.0,1.0,0.0,0.183,0.153,0.664,-0.296,0.0012520673,1.4789846e-06,3.698928e-05,0.0002215826,0.00016604243,3.3727316e-05,5.4978696e-05
"Baby Reindeer | S1E01 | Episode Discussion 	1	eberman325	In real life the actress Jessica Gunning is actually cute. Yes she is overweight which hinders her appearance for sure but in real life, she has dark hair and it doesn’t look like a Brillo pad lol and she dresses cute. Looks 10 years younger than her character	
", S1E01 ," 	1	eberman325	In real life the actress Jessica Gunning is actually cute. Yes she is overweight which hinders her appearance for sure but in real life, she has dark hair and it doesn’t look like a Brillo pad lol and she dresses cute. Looks 10 years younger than her character	
",1,eberman325,"In real life the actress Jessica Gunning is actually cute. Yes she is overweight which hinders her appearance for sure but in real life, she has dark hair and it doesn’t look like a Brillo pad lol and she dresses cute. Looks 10 years younger than her character",216,215.0,1.0,0.0,0.278,0.03,0.693,0.9287,0.0038135774,2.4551102e-06,5.65293e-05,0.0010553045,0.00046304963,5.0718372e-05,6.0333892e-05
"Baby Reindeer | S1E01 | Episode Discussion 	0	Funny-Avocado9868	Why didn't he ask her why she can't afford anything after all that bragging? It's bothering me.	
", S1E01 ," 	0	Funny-Avocado9868	Why didn't he ask her why she can't afford anything after all that bragging? It's bothering me.	
",0,Funny-Avocado9868,Why didn't he ask her why she can't afford anything after all that bragging? It's bothering me.,233,,1.0,0.0,0.0,0.14,0.86,-0.3818,0.005789428,1.8346493e-06,0.00013371753,0.001687606,0.00020857599,7.052068e-05,5.570859e-05
"Baby Reindeer | S1E02 | Episode Discussion 	2	Bowiefan73	So that’s what she did. Disgusting.	
", S1E02 ," 	2	Bowiefan73	So that’s what she did. Disgusting.	
",2,Bowiefan73,So that’s what she did. Disgusting.,243,242.0,1.0,0.0,0.0,0.405,0.595,-0.5267,0.9833703,4.929062e-05,0.0010606064,0.9736744,0.0013844734,0.00021615376,0.00016312883
"Baby Reindeer | S1E02 | Episode Discussion 	0	Snoo74376	This guys a fucking idiot just tell her to leave	
", S1E02 ," 	0	Snoo74376	This guys a fucking idiot just tell her to leave	
",0,Snoo74376,This guys a fucking idiot just tell her to leave,271,,1.0,0.0,0.0,0.375,0.625,-0.5849,0.9977569,0.10904088,0.9626302,0.97198516,0.021526182,0.044214405,0.0027284212
"Baby Reindeer | S1E03 | Episode Discussion 	2	Book_Ends44	I couldn’t believe it, I practically shouted at the TV for someone to call the police! You finally have her on actual assault, use it!!	
", S1E03 ," 	2	Book_Ends44	I couldn’t believe it, I practically shouted at the TV for someone to call the police! You finally have her on actual assault, use it!!	
",2,Book_Ends44,"I couldn’t believe it, I practically shouted at the TV for someone to call the police! You finally have her on actual assault, use it!!",321,320.0,1.0,0.0,0.0,0.163,0.837,-0.6884,0.025670474,9.631345e-06,0.00041382332,0.0013269444,0.00053590414,0.0003534504,0.0040365704
"Baby Reindeer | S1E03 | Episode Discussion 	6	BibliophileBroad	Given the fact that this crazy stalker lady insulted Asian people in a previous episode, I wouldn't be surprised if she were being racist against Teri, though I initially took it as her insulting Americans as a whole. I'm certain that a racial element is at play here.	
", S1E03 ," 	6	BibliophileBroad	Given the fact that this crazy stalker lady insulted Asian people in a previous episode, I wouldn't be surprised if she were being racist against Teri, though I initially took it as her insulting Americans as a whole. I'm certain that a racial element is at play here.	
",6,BibliophileBroad,"Given the fact that this crazy stalker lady insulted Asian people in a previous episode, I wouldn't be surprised if she were being racist against Teri, though I initially took it as her insulting Americans as a whole. I'm certain that a racial element is at play here.",344,343.0,1.0,0.0,0.074,0.247,0.679,-0.8864,0.28542033,2.8593075e-05,0.0013299475,0.20940693,0.03090883,0.0006464759,0.00017583105
"Baby Reindeer | S1E03 | Episode Discussion 	1	RaffyGiraffy	I just finished this episode and I’m literally scared I’m going to have nightmares of her	
", S1E03 ," 	1	RaffyGiraffy	I just finished this episode and I’m literally scared I’m going to have nightmares of her	
",1,RaffyGiraffy,I just finished this episode and I’m literally scared I’m going to have nightmares of her,363,362.0,1.0,0.0,0.0,0.162,0.838,-0.4404,0.0030997281,3.3943425e-06,0.000100963145,0.0002777022,0.00023528517,7.916212e-05,0.000249166
"Baby Reindeer | S1E03 | Episode Discussion 	3	New-Jelly-9904	All I could tell was she kept calling her a bitch and white and said look at the boots. As like evidence she’s a whore because they are white gogo boots	
", S1E03 ," 	3	New-Jelly-9904	All I could tell was she kept calling her a bitch and white and said look at the boots. As like evidence she’s a whore because they are white gogo boots	
",3,New-Jelly-9904,All I could tell was she kept calling her a bitch and white and said look at the boots. As like evidence she’s a whore because they are white gogo boots,383,382.0,1.0,0.0,0.065,0.21,0.725,-0.765,0.9953843,0.17268948,0.9458351,0.93539184,0.73665506,0.20270719,0.0089103645
"Baby Reindeer | S1E03 | Episode Discussion 	2	tghGaz	She called her dirty as in ""a dirty whore"", she made a whole string of insults along those lines. Also I'm pretty sure she pulled chunks of her hair out with her hands.	
", S1E03 ," 	2	tghGaz	She called her dirty as in ""a dirty whore"", she made a whole string of insults along those lines. Also I'm pretty sure she pulled chunks of her hair out with her hands.	
",2,tghGaz,"She called her dirty as in ""a dirty whore"", she made a whole string of insults along those lines. Also I'm pretty sure she pulled chunks of her hair out with her hands.",408,407.0,1.0,0.0,0.121,0.284,0.595,-0.8126,0.99551964,0.08093325,0.96147823,0.9296109,0.025312869,0.28568295,0.0014573149
"Baby Reindeer | S1E03 | Episode Discussion 	1	Motherof_pizza	I think she was just saying whores wear boots. It didn’t hit me as a particular clever insult.	
", S1E03 ," 	1	Motherof_pizza	I think she was just saying whores wear boots. It didn’t hit me as a particular clever insult.	
",1,Motherof_pizza,I think she was just saying whores wear boots. It didn’t hit me as a particular clever insult.,436,435.0,1.0,0.0,0.119,0.289,0.593,-0.6486,0.96422863,0.008534545,0.8890682,0.7283119,0.017852819,0.011853199,0.00037148336
"Baby Reindeer | S1E03 | Episode Discussion 	1	uhhh_nope	my initial thought was she’s just fixating on something she thinks is insulting in the moment, tho wearing boots is pretty tame in comparison to everything else she had said. sooo disregard this if we find out more about that in the next episodes 😄	
", S1E03 ," 	1	uhhh_nope	my initial thought was she’s just fixating on something she thinks is insulting in the moment, tho wearing boots is pretty tame in comparison to everything else she had said. sooo disregard this if we find out more about that in the next episodes 😄	
",1,uhhh_nope,"my initial thought was she’s just fixating on something she thinks is insulting in the moment, tho wearing boots is pretty tame in comparison to everything else she had said. sooo disregard this if we find out more about that in the next episodes 😄",437,435.0,1.0,0.0,0.15,0.091,0.759,0.5267,0.0016841311,1.4232999e-06,4.9215843e-05,0.00036633486,0.00013167421,3.4332144e-05,3.5247343e-05
"Baby Reindeer | S1E03 | Episode Discussion 	0	Big_Combination_1635	Not sure if this was this episode or episode 2 but I absolutely loved the detail of the misspelling of sent from my iPhone during one of the flashes of the messages on the screen. We all knew she didn’t have an iPhone but such a good callout to the fact that she’s so clearly lying	
", S1E03 ," 	0	Big_Combination_1635	Not sure if this was this episode or episode 2 but I absolutely loved the detail of the misspelling of sent from my iPhone during one of the flashes of the messages on the screen. We all knew she didn’t have an iPhone but such a good callout to the fact that she’s so clearly lying	
",0,Big_Combination_1635,Not sure if this was this episode or episode 2 but I absolutely loved the detail of the misspelling of sent from my iPhone during one of the flashes of the messages on the screen. We all knew she didn’t have an iPhone but such a good callout to the fact that she’s so clearly lying,441,,1.0,0.0,0.2,0.09,0.71,0.8713,0.072777115,6.4847754e-06,0.0011418588,0.042894803,0.0006752325,0.00025881157,9.503598e-05
"Baby Reindeer | S1E03 | Episode Discussion 	1	Dickiedoandthedonts	Because she would hide everytime the mom came out, it shows her doin this	
", S1E03 ," 	1	Dickiedoandthedonts	Because she would hide everytime the mom came out, it shows her doin this	
",1,Dickiedoandthedonts,"Because she would hide everytime the mom came out, it shows her doin this",447,446.0,1.0,0.0,0.0,0.116,0.884,-0.1779,0.001988955,3.0197834e-06,0.00011252526,0.00045590306,0.00033762402,0.000118982054,4.0145344e-05
"Baby Reindeer | S1E03 | Episode Discussion 	0	Serious_Guide_2424	Donny is obviously a deeply flawed guy but the way some people blame him more than the actual violent stalker is wild.	
", S1E03 ," 	0	Serious_Guide_2424	Donny is obviously a deeply flawed guy but the way some people blame him more than the actual violent stalker is wild.	
",0,Serious_Guide_2424,Donny is obviously a deeply flawed guy but the way some people blame him more than the actual violent stalker is wild.,550,,1.0,0.0,0.0,0.359,0.641,-0.8921,0.10752567,1.20201785e-05,0.000977701,0.08068788,0.0012732344,0.00013554508,0.0003998442
"Baby Reindeer | S1E03 | Episode Discussion 	2	whatsyouropuntia	Not into the whataboutism of other examples. “Everything is triggering so trigger warnings are [BS, not guaranteed, unnecessary, a privilege, whatever you wanna say].” Basically saying: ‘People are assholes all the time so just get used to it, buddy. If you’re upset, that’s on you.‘ It was a super violent hate crime, a verbal and physical attack, that included xenophobic, misogynistic (trans women are women but even if she just thought she was a woman, still stands) sentiments. If she was truly the villain and it was clear her actions should be considered unethical, evil, etc., perhaps I’d buy the argument. But a tooooonnn of people empathize or sympathize with her, and so it adds nuance to the evaluation of her actions. Before causing harm to viewers who have personal trauma related to these demonstrated actions, it seems like a good time to unequivocally say it’s bad and detestable behavior, and give peeps the option to ~not~ view it if they don’t want to view it. Especially because Netflix is usually a place where people go to escape reality, seems important to caution against catastrophic grounding that may occur. Lastly: You’re the only one who responded accusing me of trying to rile the masses with a warning which would only…..help people? And everyone else would just keep watching? But as you suggest, seems like you’re getting pissy. I hope your piss subsides and you have a good day 🙏	
", S1E03 ," 	2	whatsyouropuntia	Not into the whataboutism of other examples. “Everything is triggering so trigger warnings are [BS, not guaranteed, unnecessary, a privilege, whatever you wanna say].” Basically saying: ‘People are assholes all the time so just get used to it, buddy. If you’re upset, that’s on you.‘ It was a super violent hate crime, a verbal and physical attack, that included xenophobic, misogynistic (trans women are women but even if she just thought she was a woman, still stands) sentiments. If she was truly the villain and it was clear her actions should be considered unethical, evil, etc., perhaps I’d buy the argument. But a tooooonnn of people empathize or sympathize with her, and so it adds nuance to the evaluation of her actions. Before causing harm to viewers who have personal trauma related to these demonstrated actions, it seems like a good time to unequivocally say it’s bad and detestable behavior, and give peeps the option to ~not~ view it if they don’t want to view it. Especially because Netflix is usually a place where people go to escape reality, seems important to caution against catastrophic grounding that may occur. Lastly: You’re the only one who responded accusing me of trying to rile the masses with a warning which would only…..help people? And everyone else would just keep watching? But as you suggest, seems like you’re getting pissy. I hope your piss subsides and you have a good day 🙏	
",2,whatsyouropuntia,"Not into the whataboutism of other examples. “Everything is triggering so trigger warnings are [BS, not guaranteed, unnecessary, a privilege, whatever you wanna say].” Basically saying: ‘People are assholes all the time so just get used to it, buddy. If you’re upset, that’s on you.‘ It was a super violent hate crime, a verbal and physical attack, that included xenophobic, misogynistic (trans women are women but even if she just thought she was a woman, still stands) sentiments. If she was truly the villain and it was clear her actions should be considered unethical, evil, etc., perhaps I’d buy the argument. But a tooooonnn of people empathize or sympathize with her, and so it adds nuance to the evaluation of her actions. Before causing harm to viewers who have personal trauma related to these demonstrated actions, it seems like a good time to unequivocally say it’s bad and detestable behavior, and give peeps the option to ~not~ view it if they don’t want to view it. Especially because Netflix is usually a place where people go to escape reality, seems important to caution against catastrophic grounding that may occur. Lastly: You’re the only one who responded accusing me of trying to rile the masses with a warning which would only…..help people? And everyone else would just keep watching? But as you suggest, seems like you’re getting pissy. I hope your piss subsides and you have a good day 🙏",554,553.0,1.0,0.0,0.116,0.194,0.691,-0.9769,0.18034753,0.00019127422,0.010920226,0.10927243,0.030414306,0.0033254514,0.0004059343
"Baby Reindeer | S1E05 | Episode Discussion 	1	niles_deerqueer	I doubt Richard Gadd knew the backstory of his stalker irl	
", S1E05 ," 	1	niles_deerqueer	I doubt Richard Gadd knew the backstory of his stalker irl	
",1,niles_deerqueer,I doubt Richard Gadd knew the backstory of his stalker irl,867,848.0,1.0,0.0,0.0,0.2,0.8,-0.3612,0.090950824,8.039717e-06,0.00077337754,0.07236444,0.0009935503,0.00020863925,0.0002144857
"Baby Reindeer | S1E05 | Episode Discussion 	1	gogirimas	Her 'sent from iPhone' typings are a great barometer to how deranged she is at that moment. When she is particularly excited or enraged the typos come in or she shortens the phrase to just 'iphoen'.	
", S1E05 ," 	1	gogirimas	Her 'sent from iPhone' typings are a great barometer to how deranged she is at that moment. When she is particularly excited or enraged the typos come in or she shortens the phrase to just 'iphoen'.	
",1,gogirimas,Her 'sent from iPhone' typings are a great barometer to how deranged she is at that moment. When she is particularly excited or enraged the typos come in or she shortens the phrase to just 'iphoen'.,872,871.0,1.0,0.0,0.159,0.069,0.772,0.5899,0.0048630703,2.242912e-06,0.00011461194,0.0013574724,0.00021596733,6.215722e-05,5.9368092e-05
"Baby Reindeer | S1E05 | Episode Discussion 	3	Logical-Patience-397	What creeps me out the most is that everything else was horrendously misspelled. Except those ""Sent from my iPhone"" tags--until later. She INTENTIONALLY misspelled the other words, and I have no idea why, but it's terrifying that she was controlling her perception to that extent.	
", S1E05 ," 	3	Logical-Patience-397	What creeps me out the most is that everything else was horrendously misspelled. Except those ""Sent from my iPhone"" tags--until later. She INTENTIONALLY misspelled the other words, and I have no idea why, but it's terrifying that she was controlling her perception to that extent.	
",3,Logical-Patience-397,"What creeps me out the most is that everything else was horrendously misspelled. Except those ""Sent from my iPhone"" tags--until later. She INTENTIONALLY misspelled the other words, and I have no idea why, but it's terrifying that she was controlling her perception to that extent.",875,874.0,1.0,0.0,0.0,0.17,0.83,-0.8225,0.0034276797,1.9921804e-06,8.924162e-05,0.0006476025,0.00020460463,4.8769336e-05,6.799293e-05
"Baby Reindeer | S1E05 | Episode Discussion 	4	Steviesteve1234	I think she misspells because she’s emailing so frantically. Did you watch the Piers interview, she answered every question immediately and defensively as though it was an argument. I think she maybe took more time to type out the ‘sent iPhone’ section as it was fictional and all other words in the message were directly from her frantic brain as they came in and back out immediately.	
", S1E05 ," 	4	Steviesteve1234	I think she misspells because she’s emailing so frantically. Did you watch the Piers interview, she answered every question immediately and defensively as though it was an argument. I think she maybe took more time to type out the ‘sent iPhone’ section as it was fictional and all other words in the message were directly from her frantic brain as they came in and back out immediately.	
",4,Steviesteve1234,"I think she misspells because she’s emailing so frantically. Did you watch the Piers interview, she answered every question immediately and defensively as though it was an argument. I think she maybe took more time to type out the ‘sent iPhone’ section as it was fictional and all other words in the message were directly from her frantic brain as they came in and back out immediately.",876,875.0,1.0,0.0,0.0,0.138,0.862,-0.8449,0.0040296405,2.0017217e-06,0.00014942863,0.0018230912,8.725436e-05,6.703124e-05,2.2856904e-05
"Baby Reindeer | S1E05 | Episode Discussion 	2	Steviesteve1234	You’re not alone. I think it might be a case of when your brain makes up the letters for you to read the sentence and you’re trying to read it quick before it disappears off screen. I’m just surprised how many people didn’t notice it first time. But then I thought the fact Donny said she didn’t have one and it was always signed off as one was going to be a bigger plot point than it was in the end.	
", S1E05 ," 	2	Steviesteve1234	You’re not alone. I think it might be a case of when your brain makes up the letters for you to read the sentence and you’re trying to read it quick before it disappears off screen. I’m just surprised how many people didn’t notice it first time. But then I thought the fact Donny said she didn’t have one and it was always signed off as one was going to be a bigger plot point than it was in the end.	
",2,Steviesteve1234,You’re not alone. I think it might be a case of when your brain makes up the letters for you to read the sentence and you’re trying to read it quick before it disappears off screen. I’m just surprised how many people didn’t notice it first time. But then I thought the fact Donny said she didn’t have one and it was always signed off as one was going to be a bigger plot point than it was in the end.,890,889.0,1.0,0.0,0.048,0.021,0.931,0.0695,0.028000038,3.4147483e-06,0.0002937686,0.01730303,0.00020809766,0.00013535935,5.6834266e-05
"Baby Reindeer | S1E05 | Episode Discussion 	4	Steviesteve1234	I agree. I think she typed it to look like she had an iPhone as though an iPhone was something only the rich/successful had. It’s odd as iPhones are hardly diamonds and mansions but it just goes to show the mental capacity she had. She types iPhone to look like a rich lawyer while telling Donny she can’t afford a Diet Coke. We would be here all day trying to work out the brain workings of the mentally ill.	
", S1E05 ," 	4	Steviesteve1234	I agree. I think she typed it to look like she had an iPhone as though an iPhone was something only the rich/successful had. It’s odd as iPhones are hardly diamonds and mansions but it just goes to show the mental capacity she had. She types iPhone to look like a rich lawyer while telling Donny she can’t afford a Diet Coke. We would be here all day trying to work out the brain workings of the mentally ill.	
",4,Steviesteve1234,I agree. I think she typed it to look like she had an iPhone as though an iPhone was something only the rich/successful had. It’s odd as iPhones are hardly diamonds and mansions but it just goes to show the mental capacity she had. She types iPhone to look like a rich lawyer while telling Donny she can’t afford a Diet Coke. We would be here all day trying to work out the brain workings of the mentally ill.,892,891.0,1.0,0.0,0.129,0.059,0.811,0.743,0.2578925,0.00017419801,0.001286154,0.17001663,0.01097498,0.00042499034,0.0012645237
"Baby Reindeer | S1E05 | Episode Discussion 	5	choi-kay	I think her obsession and off-putting consistency (hundreds of messages in a day, all with the same Sent From iPhone message at the bottom. Around 41,000 emails in just a 2 year period..) with such a minuscule detail really illustrates the extent of her insecurity and self-loathing. She is self-conscious about everything. Even the type of phone she has. Those are things people don’t worry about unless they’ve way too much time to dwell, compare, and contrast the difference between their sad life and other people’s less sad lives that they’d quite literally kill to obtain. She just didn’t want to let go of the persona even through the many inconsistencies. I think continuing to pretend gave her peace of mind, more peace of mind than embracing her true self/life. But maybe she just wasn’t aware that Donny knew she didn’t have an iPhone? I think that might be plausible, but I don’t remember many details from the show, just that and all the burner phones in the drawer.	
", S1E05 ," 	5	choi-kay	I think her obsession and off-putting consistency (hundreds of messages in a day, all with the same Sent From iPhone message at the bottom. Around 41,000 emails in just a 2 year period..) with such a minuscule detail really illustrates the extent of her insecurity and self-loathing. She is self-conscious about everything. Even the type of phone she has. Those are things people don’t worry about unless they’ve way too much time to dwell, compare, and contrast the difference between their sad life and other people’s less sad lives that they’d quite literally kill to obtain. She just didn’t want to let go of the persona even through the many inconsistencies. I think continuing to pretend gave her peace of mind, more peace of mind than embracing her true self/life. But maybe she just wasn’t aware that Donny knew she didn’t have an iPhone? I think that might be plausible, but I don’t remember many details from the show, just that and all the burner phones in the drawer.	
",5,choi-kay,"I think her obsession and off-putting consistency (hundreds of messages in a day, all with the same Sent From iPhone message at the bottom. Around 41,000 emails in just a 2 year period..) with such a minuscule detail really illustrates the extent of her insecurity and self-loathing. She is self-conscious about everything. Even the type of phone she has. Those are things people don’t worry about unless they’ve way too much time to dwell, compare, and contrast the difference between their sad life and other people’s less sad lives that they’d quite literally kill to obtain. She just didn’t want to let go of the persona even through the many inconsistencies. I think continuing to pretend gave her peace of mind, more peace of mind than embracing her true self/life. But maybe she just wasn’t aware that Donny knew she didn’t have an iPhone? I think that might be plausible, but I don’t remember many details from the show, just that and all the burner phones in the drawer.",893,892.0,1.0,0.0,0.05,0.076,0.874,-0.5784,0.011897593,3.584541e-06,0.00018152814,0.0027863877,0.00028778927,6.758928e-05,0.000400316
